advertiser,media_type,year,amount_usd,status,source
FERIA DE AMBATO,radio,2026,5978.61,pendiente,Monitoreo de medios - consolidado 2026
FERIA DE AMBATO,revistas,2026,1769.62,pendiente,Monitoreo de medios - consolidado 2026
FERIA DE AMBATO,tv_abierta,2026,22518.83,pendiente,Monitoreo de medios - consolidado 2026
ELECTRO CABLES C.A.,prensa,2026,45329.71,pendiente,Monitoreo de medios - consolidado 2026
ELECTRO CABLES C.A.,radio,2026,22373.68,pendiente,Monitoreo de medios - consolidado 2026
ELECTRO CABLES C.A.,otros,2026,1178.95,pendiente,Monitoreo de medios - consolidado 2026
ELECTRO CABLES C.A.,tv_paga,2026,41.6,pendiente,Monitoreo de medios - consolidado 2026
ADHEPLAST S.A.,sitios_apps,2026,1170.04,pendiente,Monitoreo de medios - consolidado 2026
ADHEPLAST S.A.,tv_abierta,2026,15991.27,pendiente,Monitoreo de medios - consolidado 2026
FERROMAX,sitios_apps,2026,51021.9,pendiente,Monitoreo de medios - consolidado 2026
FTC LIVE,sitios_apps,2026,201.1,pendiente,Monitoreo de medios - consolidado 2026
FTC LIVE,radio,2026,23848.72,pendiente,Monitoreo de medios - consolidado 2026
FTC LIVE,tv_abierta,2026,12880.9,pendiente,Monitoreo de medios - consolidado 2026
COMISARIATO DEL CONSTRUCTOR S.A.,sitios_apps,2026,5825.02,pendiente,Monitoreo de medios - consolidado 2026
COMISARIATO DEL CONSTRUCTOR S.A.,radio,2026,61922.77,pendiente,Monitoreo de medios - consolidado 2026
OPTICA LOS ANDES,sitios_apps,2026,54401.19,pendiente,Monitoreo de medios - consolidado 2026
OPTICA LOS ANDES,prensa,2026,852.4,pendiente,Monitoreo de medios - consolidado 2026
OPTICA LOS ANDES,radio,2026,20.5,pendiente,Monitoreo de medios - consolidado 2026
MUNICIPIO DE MANTA,tv_abierta,2026,5701.72,pendiente,Monitoreo de medios - consolidado 2026
RENACIENTE,sitios_apps,2026,54338.65,pendiente,Monitoreo de medios - consolidado 2026
MUTUALISTA PICHINCHA,sitios_apps,2026,43612.25,pendiente,Monitoreo de medios - consolidado 2026
MUTUALISTA PICHINCHA,prensa,2026,3209.23,pendiente,Monitoreo de medios - consolidado 2026
MUTUALISTA PICHINCHA,radio,2026,4480.65,pendiente,Monitoreo de medios - consolidado 2026
MUTUALISTA PICHINCHA,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
LA ITALIANA,sitios_apps,2026,9290.65,pendiente,Monitoreo de medios - consolidado 2026
LA ITALIANA,radio,2026,4585.08,pendiente,Monitoreo de medios - consolidado 2026
LA ITALIANA,tv_abierta,2026,9405.53,pendiente,Monitoreo de medios - consolidado 2026
LA ITALIANA,tv_paga,2026,0.52,pendiente,Monitoreo de medios - consolidado 2026
ALMACEN ESTUARDO SANCHEZ,sitios_apps,2026,30300.08,pendiente,Monitoreo de medios - consolidado 2026
ALMACEN ESTUARDO SANCHEZ,tv_abierta,2026,5444.71,pendiente,Monitoreo de medios - consolidado 2026
INSTITUT ESTHEDERM,sitios_apps,2026,49209.92,pendiente,Monitoreo de medios - consolidado 2026
UNIV. CASA GRANDE,sitios_apps,2026,48192.4,pendiente,Monitoreo de medios - consolidado 2026
UNIV. CASA GRANDE,radio,2026,1190.46,pendiente,Monitoreo de medios - consolidado 2026
UNIV. CASA GRANDE,revistas,2026,2303.73,pendiente,Monitoreo de medios - consolidado 2026
UNIV. CASA GRANDE,otros,2026,2052.0,pendiente,Monitoreo de medios - consolidado 2026
FUND. VISTA PARA TODOS,tv_abierta,2026,5599.56,pendiente,Monitoreo de medios - consolidado 2026
LATINA SEGUROS,sitios_apps,2026,53513.84,pendiente,Monitoreo de medios - consolidado 2026
ALMACENES BOYACA,sitios_apps,2026,5503.7,pendiente,Monitoreo de medios - consolidado 2026
ALMACENES BOYACA,prensa,2026,2191.81,pendiente,Monitoreo de medios - consolidado 2026
ALMACENES BOYACA,tv_abierta,2026,11771.32,pendiente,Monitoreo de medios - consolidado 2026
OLIMPIADAS ESPECIALES-ECUADOR,sitios_apps,2026,1791.61,pendiente,Monitoreo de medios - consolidado 2026
OLIMPIADAS ESPECIALES-ECUADOR,radio,2026,285.86,pendiente,Monitoreo de medios - consolidado 2026
OLIMPIADAS ESPECIALES-ECUADOR,tv_abierta,2026,28049.83,pendiente,Monitoreo de medios - consolidado 2026
DR. DRY (CREMAS CORPORALES),sitios_apps,2026,48209.89,pendiente,Monitoreo de medios - consolidado 2026
INTERLAB CIA.LTDA.,sitios_apps,2026,14070.72,pendiente,Monitoreo de medios - consolidado 2026
INTERLAB CIA.LTDA.,prensa,2026,1198.7,pendiente,Monitoreo de medios - consolidado 2026
INTERLAB CIA.LTDA.,radio,2026,5528.07,pendiente,Monitoreo de medios - consolidado 2026
INTERLAB CIA.LTDA.,revistas,2026,2831.4,pendiente,Monitoreo de medios - consolidado 2026
INTERLAB CIA.LTDA.,otros,2026,36936.0,pendiente,Monitoreo de medios - consolidado 2026
INTERLAB CIA.LTDA.,tv_abierta,2026,79.5,pendiente,Monitoreo de medios - consolidado 2026
COOP. MUSHUC RUNA,sitios_apps,2026,924.06,pendiente,Monitoreo de medios - consolidado 2026
COOP. MUSHUC RUNA,prensa,2026,3141.8,pendiente,Monitoreo de medios - consolidado 2026
COOP. MUSHUC RUNA,radio,2026,49068.21,pendiente,Monitoreo de medios - consolidado 2026
CANABIS GEL,tv_abierta,2026,2854.07,pendiente,Monitoreo de medios - consolidado 2026
1XBET,sitios_apps,2026,48281.51,pendiente,Monitoreo de medios - consolidado 2026
1XBET,tv_abierta,2026,269.2,pendiente,Monitoreo de medios - consolidado 2026
1XBET,tv_paga,2026,96.25,pendiente,Monitoreo de medios - consolidado 2026
FRECUENTO S.A. FREQUENTBUY,sitios_apps,2026,52704.71,pendiente,Monitoreo de medios - consolidado 2026
PICAL,sitios_apps,2026,46755.67,pendiente,Monitoreo de medios - consolidado 2026
MARCELLO S,sitios_apps,2026,51025.32,pendiente,Monitoreo de medios - consolidado 2026
NOVACERO,sitios_apps,2026,3947.86,pendiente,Monitoreo de medios - consolidado 2026
NOVACERO,radio,2026,2515.23,pendiente,Monitoreo de medios - consolidado 2026
NOVACERO,tv_abierta,2026,10272.48,pendiente,Monitoreo de medios - consolidado 2026
GOTAS DE SEDA,sitios_apps,2026,658.14,pendiente,Monitoreo de medios - consolidado 2026
GOTAS DE SEDA,tv_abierta,2026,5246.93,pendiente,Monitoreo de medios - consolidado 2026
FERRETERIA ESPINOZA,sitios_apps,2026,46210.96,pendiente,Monitoreo de medios - consolidado 2026
LUNDIN GOLD,sitios_apps,2026,45493.08,pendiente,Monitoreo de medios - consolidado 2026
C. C. POLICENTRO,sitios_apps,2026,24562.56,pendiente,Monitoreo de medios - consolidado 2026
C. C. POLICENTRO,prensa,2026,20997.02,pendiente,Monitoreo de medios - consolidado 2026
C. C. POLICENTRO,radio,2026,6454.94,pendiente,Monitoreo de medios - consolidado 2026
C. C. POLICENTRO,otros,2026,1244.5,pendiente,Monitoreo de medios - consolidado 2026
COMERCIAL JAHER,sitios_apps,2026,34577.81,pendiente,Monitoreo de medios - consolidado 2026
COMERCIAL JAHER,radio,2026,12320.47,pendiente,Monitoreo de medios - consolidado 2026
PROTEJAS,sitios_apps,2026,48817.98,pendiente,Monitoreo de medios - consolidado 2026
LA VERDE (GRANOS),sitios_apps,2026,48229.45,pendiente,Monitoreo de medios - consolidado 2026
JETSMART,sitios_apps,2026,48739.89,pendiente,Monitoreo de medios - consolidado 2026
EXTRA RADIO S. A.,prensa,2026,8094.63,pendiente,Monitoreo de medios - consolidado 2026
EXTRA RADIO S. A.,radio,2026,65676.58,pendiente,Monitoreo de medios - consolidado 2026
MALL DEL RIO,sitios_apps,2026,25451.43,pendiente,Monitoreo de medios - consolidado 2026
MALL DEL RIO,radio,2026,22926.62,pendiente,Monitoreo de medios - consolidado 2026
ECUADOR EN POSITIVO,tv_abierta,2026,16084.64,pendiente,Monitoreo de medios - consolidado 2026
INDUSTRIAL MOLINERA,sitios_apps,2026,43569.57,pendiente,Monitoreo de medios - consolidado 2026
INDUSTRIAL MOLINERA,otros,2026,3943.5,pendiente,Monitoreo de medios - consolidado 2026
PLASTICOS INDUSTRIALES C. A.,sitios_apps,2026,39081.15,pendiente,Monitoreo de medios - consolidado 2026
PLASTICOS INDUSTRIALES C. A.,prensa,2026,175.5,pendiente,Monitoreo de medios - consolidado 2026
PLASTICOS INDUSTRIALES C. A.,radio,2026,6305.03,pendiente,Monitoreo de medios - consolidado 2026
PARQUE DENTAL,sitios_apps,2026,43441.19,pendiente,Monitoreo de medios - consolidado 2026
RENAULT,sitios_apps,2026,43636.49,pendiente,Monitoreo de medios - consolidado 2026
MISION EMPRENDE,tv_abierta,2026,11483.36,pendiente,Monitoreo de medios - consolidado 2026
MISION EMPRENDE,tv_paga,2026,3568.38,pendiente,Monitoreo de medios - consolidado 2026
COMOHOGAR S.A.,sitios_apps,2026,13448.41,pendiente,Monitoreo de medios - consolidado 2026
COMOHOGAR S.A.,radio,2026,1769.36,pendiente,Monitoreo de medios - consolidado 2026
COMOHOGAR S.A.,tv_abierta,2026,17594.27,pendiente,Monitoreo de medios - consolidado 2026
CONAUTO,sitios_apps,2026,299.41,pendiente,Monitoreo de medios - consolidado 2026
CONAUTO,radio,2026,50774.23,pendiente,Monitoreo de medios - consolidado 2026
ALPINA,sitios_apps,2026,42317.39,pendiente,Monitoreo de medios - consolidado 2026
ALPINA,prensa,2026,1523.05,pendiente,Monitoreo de medios - consolidado 2026
ALPINA,radio,2026,38.11,pendiente,Monitoreo de medios - consolidado 2026
DK. MANAGEMENT SERVICE S.A.,sitios_apps,2026,15153.79,pendiente,Monitoreo de medios - consolidado 2026
DK. MANAGEMENT SERVICE S.A.,radio,2026,4210.08,pendiente,Monitoreo de medios - consolidado 2026
DK. MANAGEMENT SERVICE S.A.,tv_abierta,2026,4936.74,pendiente,Monitoreo de medios - consolidado 2026
BATAN TOWN CENTER,sitios_apps,2026,39381.45,pendiente,Monitoreo de medios - consolidado 2026
BOGATI,sitios_apps,2026,42733.24,pendiente,Monitoreo de medios - consolidado 2026
SABIJER´S,sitios_apps,2026,38256.74,pendiente,Monitoreo de medios - consolidado 2026
UNIV. TECNOL. EMPRESARIAL GQUIL.,sitios_apps,2026,2419.39,pendiente,Monitoreo de medios - consolidado 2026
UNIV. TECNOL. EMPRESARIAL GQUIL.,radio,2026,7517.26,pendiente,Monitoreo de medios - consolidado 2026
UNIV. TECNOL. EMPRESARIAL GQUIL.,tv_abierta,2026,20125.52,pendiente,Monitoreo de medios - consolidado 2026
SKRETTING,sitios_apps,2026,38628.65,pendiente,Monitoreo de medios - consolidado 2026
SKRETTING,revistas,2026,3976.83,pendiente,Monitoreo de medios - consolidado 2026
OSCAR AYERVE,sitios_apps,2026,39108.83,pendiente,Monitoreo de medios - consolidado 2026
PROAUDIO,sitios_apps,2026,669.99,pendiente,Monitoreo de medios - consolidado 2026
PROAUDIO,prensa,2026,2507.01,pendiente,Monitoreo de medios - consolidado 2026
PROAUDIO,radio,2026,1513.31,pendiente,Monitoreo de medios - consolidado 2026
PROAUDIO,revistas,2026,4247.1,pendiente,Monitoreo de medios - consolidado 2026
PROAUDIO,tv_abierta,2026,14567.62,pendiente,Monitoreo de medios - consolidado 2026
CNT MOVIL,prensa,2026,551.12,pendiente,Monitoreo de medios - consolidado 2026
CNT MOVIL,tv_abierta,2026,10013.97,pendiente,Monitoreo de medios - consolidado 2026
KIOSKO 7,sitios_apps,2026,5506.66,pendiente,Monitoreo de medios - consolidado 2026
KIOSKO 7,prensa,2026,27120.36,pendiente,Monitoreo de medios - consolidado 2026
KIOSKO 7,radio,2026,5520.89,pendiente,Monitoreo de medios - consolidado 2026
EL DIARIO,prensa,2026,35694.96,pendiente,Monitoreo de medios - consolidado 2026
IMFRISA,sitios_apps,2026,41462.96,pendiente,Monitoreo de medios - consolidado 2026
RADIO 11Q,radio,2026,10617.66,pendiente,Monitoreo de medios - consolidado 2026
BIOGENET,tv_abierta,2026,20429.14,pendiente,Monitoreo de medios - consolidado 2026
BIOGENET,tv_paga,2026,1.02,pendiente,Monitoreo de medios - consolidado 2026
LACTEOS SAN ANTONIO C.A.,sitios_apps,2026,32987.22,pendiente,Monitoreo de medios - consolidado 2026
LACTEOS SAN ANTONIO C.A.,prensa,2026,2406.35,pendiente,Monitoreo de medios - consolidado 2026
LACTEOS SAN ANTONIO C.A.,radio,2026,4044.11,pendiente,Monitoreo de medios - consolidado 2026
LACTEOS SAN ANTONIO C.A.,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
MOTO HERO,sitios_apps,2026,22495.7,pendiente,Monitoreo de medios - consolidado 2026
MOTO HERO,prensa,2026,14626.05,pendiente,Monitoreo de medios - consolidado 2026
MOTO HERO,radio,2026,143.36,pendiente,Monitoreo de medios - consolidado 2026
ENI ECUADOR,sitios_apps,2026,40085.87,pendiente,Monitoreo de medios - consolidado 2026
COOP. POLICIA NACIONAL,sitios_apps,2026,40686.98,pendiente,Monitoreo de medios - consolidado 2026
COOP. POLICIA NACIONAL,prensa,2026,888.57,pendiente,Monitoreo de medios - consolidado 2026
FARMAGRO,sitios_apps,2026,34468.05,pendiente,Monitoreo de medios - consolidado 2026
FARMAGRO,radio,2026,6677.97,pendiente,Monitoreo de medios - consolidado 2026
SERVIENTREGA,sitios_apps,2026,34131.81,pendiente,Monitoreo de medios - consolidado 2026
SERVIENTREGA,prensa,2026,614.8,pendiente,Monitoreo de medios - consolidado 2026
SERVIENTREGA,radio,2026,670.71,pendiente,Monitoreo de medios - consolidado 2026
SERVIENTREGA,tv_abierta,2026,487.04,pendiente,Monitoreo de medios - consolidado 2026
HOTEL ORO VERDE,sitios_apps,2026,38528.92,pendiente,Monitoreo de medios - consolidado 2026
HOTEL ORO VERDE,radio,2026,8.53,pendiente,Monitoreo de medios - consolidado 2026
HOTEL ORO VERDE,tv_abierta,2026,16.5,pendiente,Monitoreo de medios - consolidado 2026
GUAYAQUIL VISION,tv_abierta,2026,4113.79,pendiente,Monitoreo de medios - consolidado 2026
INGCO,sitios_apps,2026,38199.16,pendiente,Monitoreo de medios - consolidado 2026
PAPELESA,sitios_apps,2026,19939.16,pendiente,Monitoreo de medios - consolidado 2026
PAPELESA,prensa,2026,16838.61,pendiente,Monitoreo de medios - consolidado 2026
PAPELESA,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
PAPELESA,otros,2026,3024.0,pendiente,Monitoreo de medios - consolidado 2026
TRATTORIA PICCOLO MONDO,sitios_apps,2026,38020.77,pendiente,Monitoreo de medios - consolidado 2026
TECNOVA,sitios_apps,2026,12425.37,pendiente,Monitoreo de medios - consolidado 2026
TECNOVA,radio,2026,30701.63,pendiente,Monitoreo de medios - consolidado 2026
CENTRAL DE RADIO Y TELEVISION,prensa,2026,2557.2,pendiente,Monitoreo de medios - consolidado 2026
CENTRAL DE RADIO Y TELEVISION,radio,2026,46388.44,pendiente,Monitoreo de medios - consolidado 2026
IBEROGAST,tv_abierta,2026,8400.73,pendiente,Monitoreo de medios - consolidado 2026
PLAZA CORAL,sitios_apps,2026,25945.15,pendiente,Monitoreo de medios - consolidado 2026
PLAZA CORAL,radio,2026,15496.41,pendiente,Monitoreo de medios - consolidado 2026
ZAIMELLA DEL ECUADOR,sitios_apps,2026,34842.28,pendiente,Monitoreo de medios - consolidado 2026
DISENSA,sitios_apps,2026,15872.15,pendiente,Monitoreo de medios - consolidado 2026
DISENSA,radio,2026,47.2,pendiente,Monitoreo de medios - consolidado 2026
DISENSA,tv_abierta,2026,2612.84,pendiente,Monitoreo de medios - consolidado 2026
URIAGE,sitios_apps,2026,37596.35,pendiente,Monitoreo de medios - consolidado 2026
AUDIO SERVICIOS,sitios_apps,2026,38096.72,pendiente,Monitoreo de medios - consolidado 2026
EL BOSQUE,sitios_apps,2026,28633.96,pendiente,Monitoreo de medios - consolidado 2026
EL BOSQUE,prensa,2026,1801.8,pendiente,Monitoreo de medios - consolidado 2026
EL BOSQUE,radio,2026,6998.44,pendiente,Monitoreo de medios - consolidado 2026
EL BOSQUE,tv_abierta,2026,118.65,pendiente,Monitoreo de medios - consolidado 2026
EL BOSQUE,tv_paga,2026,1.52,pendiente,Monitoreo de medios - consolidado 2026
EL CORREO,prensa,2026,47547.03,pendiente,Monitoreo de medios - consolidado 2026
FARMEDICAL,sitios_apps,2026,37058.46,pendiente,Monitoreo de medios - consolidado 2026
HARMONY CENTRO ESTETICA FACIAL Y CORPORA,radio,2026,24187.64,pendiente,Monitoreo de medios - consolidado 2026
INMOBILIARIA DEL SOL,sitios_apps,2026,33414.27,pendiente,Monitoreo de medios - consolidado 2026
INMOBILIARIA DEL SOL,radio,2026,1637.9,pendiente,Monitoreo de medios - consolidado 2026
INMOBILIARIA DEL SOL,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
INMOBILIARIA DEL SOL,otros,2026,3024.0,pendiente,Monitoreo de medios - consolidado 2026
PAPA JHON´S,sitios_apps,2026,37443.64,pendiente,Monitoreo de medios - consolidado 2026
PAPA JHON´S,radio,2026,143.81,pendiente,Monitoreo de medios - consolidado 2026
LA TABLITA DEL TARTARO,sitios_apps,2026,29878.7,pendiente,Monitoreo de medios - consolidado 2026
LA TABLITA DEL TARTARO,radio,2026,7556.67,pendiente,Monitoreo de medios - consolidado 2026
SAUBER ECUADOR,sitios_apps,2026,37856.7,pendiente,Monitoreo de medios - consolidado 2026
SOLCA,sitios_apps,2026,7449.39,pendiente,Monitoreo de medios - consolidado 2026
SOLCA,prensa,2026,19891.43,pendiente,Monitoreo de medios - consolidado 2026
SOLCA,revistas,2026,17232.93,pendiente,Monitoreo de medios - consolidado 2026
SOLCA,otros,2026,2052.0,pendiente,Monitoreo de medios - consolidado 2026
BMI DEL ECUADOR,sitios_apps,2026,25449.39,pendiente,Monitoreo de medios - consolidado 2026
BMI DEL ECUADOR,prensa,2026,14284.59,pendiente,Monitoreo de medios - consolidado 2026
BMI DEL ECUADOR,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
ANA,sitios_apps,2026,32808.65,pendiente,Monitoreo de medios - consolidado 2026
ALANA FOOD PLAY,tv_abierta,2026,14842.09,pendiente,Monitoreo de medios - consolidado 2026
SAMSUNG ELECTRONICS,sitios_apps,2026,34352.0,pendiente,Monitoreo de medios - consolidado 2026
VILLAGE PLAZA,sitios_apps,2026,35231.3,pendiente,Monitoreo de medios - consolidado 2026
VILLAGE PLAZA,otros,2026,2052.0,pendiente,Monitoreo de medios - consolidado 2026
XIAOMI,sitios_apps,2026,35820.57,pendiente,Monitoreo de medios - consolidado 2026
XIAOMI,otros,2026,896.25,pendiente,Monitoreo de medios - consolidado 2026
MALL DEL NORTE,sitios_apps,2026,26548.02,pendiente,Monitoreo de medios - consolidado 2026
MALL DEL NORTE,radio,2026,6192.37,pendiente,Monitoreo de medios - consolidado 2026
MALL DEL NORTE,tv_abierta,2026,1118.66,pendiente,Monitoreo de medios - consolidado 2026
GREEN FROST,sitios_apps,2026,1671.16,pendiente,Monitoreo de medios - consolidado 2026
GREEN FROST,tv_abierta,2026,14615.69,pendiente,Monitoreo de medios - consolidado 2026
HOGAR VERDE,sitios_apps,2026,31901.63,pendiente,Monitoreo de medios - consolidado 2026
I. MUNICIPIO DE SAMBORONDON,prensa,2026,6604.57,pendiente,Monitoreo de medios - consolidado 2026
I. MUNICIPIO DE SAMBORONDON,radio,2026,29627.69,pendiente,Monitoreo de medios - consolidado 2026
AIR EUROPA,sitios_apps,2026,613.73,pendiente,Monitoreo de medios - consolidado 2026
AIR EUROPA,radio,2026,6298.1,pendiente,Monitoreo de medios - consolidado 2026
AIR EUROPA,tv_paga,2026,9329.38,pendiente,Monitoreo de medios - consolidado 2026
EL CORTE STEAK HOUSE,sitios_apps,2026,36819.58,pendiente,Monitoreo de medios - consolidado 2026
FEBRES CORDERO CIA. DE COMERCIO,sitios_apps,2026,35483.9,pendiente,Monitoreo de medios - consolidado 2026
NATURISOL,sitios_apps,2026,34362.23,pendiente,Monitoreo de medios - consolidado 2026
A.E.R.,radio,2026,28989.22,pendiente,Monitoreo de medios - consolidado 2026
EKOS,sitios_apps,2026,7381.54,pendiente,Monitoreo de medios - consolidado 2026
EKOS,prensa,2026,7671.58,pendiente,Monitoreo de medios - consolidado 2026
EKOS,radio,2026,3043.1,pendiente,Monitoreo de medios - consolidado 2026
EKOS,revistas,2026,16409.25,pendiente,Monitoreo de medios - consolidado 2026
PACO COMERCIAL INDUSTRIAL,sitios_apps,2026,25948.53,pendiente,Monitoreo de medios - consolidado 2026
PACO COMERCIAL INDUSTRIAL,radio,2026,9811.13,pendiente,Monitoreo de medios - consolidado 2026
BIFARMA,sitios_apps,2026,16108.57,pendiente,Monitoreo de medios - consolidado 2026
BIFARMA,radio,2026,3740.55,pendiente,Monitoreo de medios - consolidado 2026
BIFARMA,tv_abierta,2026,6097.4,pendiente,Monitoreo de medios - consolidado 2026
ORGU COSTA,sitios_apps,2026,29919.48,pendiente,Monitoreo de medios - consolidado 2026
ORGU COSTA,prensa,2026,525.01,pendiente,Monitoreo de medios - consolidado 2026
ORGU COSTA,radio,2026,3194.17,pendiente,Monitoreo de medios - consolidado 2026
ECOGRAFOS,sitios_apps,2026,34498.5,pendiente,Monitoreo de medios - consolidado 2026
CAMARA DE COMERCIO EXTERIOR,sitios_apps,2026,34648.74,pendiente,Monitoreo de medios - consolidado 2026
BANCO DE MACHALA,sitios_apps,2026,27230.06,pendiente,Monitoreo de medios - consolidado 2026
BANCO DE MACHALA,prensa,2026,7724.82,pendiente,Monitoreo de medios - consolidado 2026
BANCO DE MACHALA,radio,2026,1382.86,pendiente,Monitoreo de medios - consolidado 2026
AVIANCA,sitios_apps,2026,12754.96,pendiente,Monitoreo de medios - consolidado 2026
AVIANCA,radio,2026,3818.45,pendiente,Monitoreo de medios - consolidado 2026
AVIANCA,tv_abierta,2026,14767.2,pendiente,Monitoreo de medios - consolidado 2026
EL GRAN REMATE,sitios_apps,2026,2375.09,pendiente,Monitoreo de medios - consolidado 2026
EL GRAN REMATE,prensa,2026,4493.08,pendiente,Monitoreo de medios - consolidado 2026
EL GRAN REMATE,radio,2026,4567.53,pendiente,Monitoreo de medios - consolidado 2026
EL GRAN REMATE,tv_abierta,2026,7549.57,pendiente,Monitoreo de medios - consolidado 2026
SKECHERS,sitios_apps,2026,70.01,pendiente,Monitoreo de medios - consolidado 2026
SKECHERS,radio,2026,1047.67,pendiente,Monitoreo de medios - consolidado 2026
SKECHERS,revistas,2026,1866.15,pendiente,Monitoreo de medios - consolidado 2026
SKECHERS,tv_abierta,2026,7887.03,pendiente,Monitoreo de medios - consolidado 2026
SKECHERS,tv_paga,2026,2248.87,pendiente,Monitoreo de medios - consolidado 2026
INSTITUTO POLITECNICA DEL ECUADOR,sitios_apps,2026,21329.91,pendiente,Monitoreo de medios - consolidado 2026
INSTITUTO POLITECNICA DEL ECUADOR,radio,2026,15735.35,pendiente,Monitoreo de medios - consolidado 2026
MODERNA  ALIMENTOS S.A.,sitios_apps,2026,9313.6,pendiente,Monitoreo de medios - consolidado 2026
MODERNA  ALIMENTOS S.A.,prensa,2026,1488.32,pendiente,Monitoreo de medios - consolidado 2026
MODERNA  ALIMENTOS S.A.,revistas,2026,3667.95,pendiente,Monitoreo de medios - consolidado 2026
MODERNA  ALIMENTOS S.A.,tv_abierta,2026,6808.9,pendiente,Monitoreo de medios - consolidado 2026
HOLCIM,sitios_apps,2026,27893.01,pendiente,Monitoreo de medios - consolidado 2026
HOLCIM,prensa,2026,1768.5,pendiente,Monitoreo de medios - consolidado 2026
HOLCIM,radio,2026,30.8,pendiente,Monitoreo de medios - consolidado 2026
DESTILERIA ZHUMIR,sitios_apps,2026,33629.85,pendiente,Monitoreo de medios - consolidado 2026
OMNILIFE DEL ECUADOR,sitios_apps,2026,29534.11,pendiente,Monitoreo de medios - consolidado 2026
INNOVA SCHOOLS,sitios_apps,2026,31047.38,pendiente,Monitoreo de medios - consolidado 2026
INNOVA SCHOOLS,revistas,2026,965.25,pendiente,Monitoreo de medios - consolidado 2026
INNOVA SCHOOLS,otros,2026,1178.95,pendiente,Monitoreo de medios - consolidado 2026
BETANO,sitios_apps,2026,32222.25,pendiente,Monitoreo de medios - consolidado 2026
B. CUERPO DE BOMBEROS DE GQUIL.,sitios_apps,2026,8828.38,pendiente,Monitoreo de medios - consolidado 2026
B. CUERPO DE BOMBEROS DE GQUIL.,radio,2026,19467.29,pendiente,Monitoreo de medios - consolidado 2026
TEATRO SANCHEZ AGUILAR,sitios_apps,2026,26132.96,pendiente,Monitoreo de medios - consolidado 2026
TEATRO SANCHEZ AGUILAR,radio,2026,7144.04,pendiente,Monitoreo de medios - consolidado 2026
MAREAUTO,sitios_apps,2026,31597.52,pendiente,Monitoreo de medios - consolidado 2026
PHEROMEN,tv_abierta,2026,2608.41,pendiente,Monitoreo de medios - consolidado 2026
ALIRAP,sitios_apps,2026,26465.98,pendiente,Monitoreo de medios - consolidado 2026
ALIRAP,prensa,2026,2557.19,pendiente,Monitoreo de medios - consolidado 2026
ALIRAP,radio,2026,1630.4,pendiente,Monitoreo de medios - consolidado 2026
PRIMAX ECUADOR S.A.,sitios_apps,2026,26623.64,pendiente,Monitoreo de medios - consolidado 2026
PRIMAX ECUADOR S.A.,radio,2026,4360.24,pendiente,Monitoreo de medios - consolidado 2026
PRIMAX ECUADOR S.A.,revistas,2026,1364.22,pendiente,Monitoreo de medios - consolidado 2026
ORVE HOGAR/ICESA,sitios_apps,2026,14532.74,pendiente,Monitoreo de medios - consolidado 2026
ORVE HOGAR/ICESA,prensa,2026,8523.93,pendiente,Monitoreo de medios - consolidado 2026
ORVE HOGAR/ICESA,radio,2026,4919.39,pendiente,Monitoreo de medios - consolidado 2026
FURY ENERGY,sitios_apps,2026,30344.52,pendiente,Monitoreo de medios - consolidado 2026
FURY ENERGY,radio,2026,1128.19,pendiente,Monitoreo de medios - consolidado 2026
SMARTLINK,tv_abierta,2026,2997.94,pendiente,Monitoreo de medios - consolidado 2026
JARDINES DE LA ESPERANZA,sitios_apps,2026,31262.69,pendiente,Monitoreo de medios - consolidado 2026
AGRIPAC,sitios_apps,2026,8371.81,pendiente,Monitoreo de medios - consolidado 2026
AGRIPAC,radio,2026,17943.57,pendiente,Monitoreo de medios - consolidado 2026
AGRIPAC,revistas,2026,9887.38,pendiente,Monitoreo de medios - consolidado 2026
AGRIPAC,otros,2026,2357.9,pendiente,Monitoreo de medios - consolidado 2026
DENTALASER,radio,2026,2391.15,pendiente,Monitoreo de medios - consolidado 2026
DENTALASER,tv_abierta,2026,16789.92,pendiente,Monitoreo de medios - consolidado 2026
MEDICAMENTA ECUATORIANO,sitios_apps,2026,25189.88,pendiente,Monitoreo de medios - consolidado 2026
MEDICAMENTA ECUATORIANO,radio,2026,1305.57,pendiente,Monitoreo de medios - consolidado 2026
MEDICAMENTA ECUATORIANO,tv_abierta,2026,2115.33,pendiente,Monitoreo de medios - consolidado 2026
OPERFEL,sitios_apps,2026,10394.92,pendiente,Monitoreo de medios - consolidado 2026
OPERFEL,radio,2026,25773.8,pendiente,Monitoreo de medios - consolidado 2026
LEDVANCE,sitios_apps,2026,30671.98,pendiente,Monitoreo de medios - consolidado 2026
INFRI CIA. LTDA.,sitios_apps,2026,29694.01,pendiente,Monitoreo de medios - consolidado 2026
NAFNAF,sitios_apps,2026,30068.61,pendiente,Monitoreo de medios - consolidado 2026
NIFA,sitios_apps,2026,30766.56,pendiente,Monitoreo de medios - consolidado 2026
MUNICIPIO DE SAMBORONDON,prensa,2026,7647.69,pendiente,Monitoreo de medios - consolidado 2026
